t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
4.83,3.5653,-1.5377,0.58939,0.62868,-0.50313,-0.42104,0.41756,6.4751,10.591,0.89382,0.10307,-0.75104,-0.65877,-30.5,9.0255,-5.3362,0,0,0,6.7568,6.8609,6.8104,6.8743,-8.1424,-22.976,0.81685,97.761,44.342,550.39
4.84,3.6285,-1.4314,0.59806,0.62601,-0.50261,-0.42105,0.42215,6.1697,10.68,0.84059,0.26005,-0.71295,-0.63921,-30.577,8.7979,-5.3013,0,0,0,6.7643,6.8601,6.8162,6.8741,-7.1886,-22.546,6.0875,93.422,41.457,503.23
4.85,3.6887,-1.3241,0.6062,0.62383,-0.50163,-0.42069,0.42688,5.8636,10.767,0.78796,0.40272,-0.67995,-0.62013,-30.644,8.5745,-5.2161,0,0,0,6.7726,6.8597,6.8221,6.8738,-6.2665,-22.151,10.873,91.335,37.226,453.46
4.86,3.7458,-1.216,0.61382,0.62208,-0.50023,-0.41998,0.43174,5.5568,10.851,0.73642,0.53039,-0.65199,-0.60193,-30.702,8.3547,-5.0855,0,0,0,6.7815,6.8596,6.8277,6.8733,-5.3564,-21.806,15.151,90.918,31.613,401.97
4.87,3.7998,-1.1071,0.62093,0.6207,-0.49848,-0.41896,0.43673,5.2496,10.934,0.68639,0.6427,-0.62908,-0.585,-30.751,8.1381,-4.9148,0,0,0,6.7909,6.8599,6.833,6.8726,-4.4445,-21.524,18.91,91.591,24.582,349.7
4.88,3.8508,-0.99737,0.62756,0.61961,-0.49641,-0.41764,0.44186,4.9418,11.014,0.63824,0.73959,-0.61133,-0.56981,-30.791,7.924,-4.7091,0,0,0,6.8007,6.8605,6.8377,6.8716,-3.5228,-21.319,22.145,92.775,16.097,297.56
4.89,3.8987,-0.88684,0.63371,0.61874,-0.49409,-0.41606,0.44713,4.6338,11.092,0.5923,0.82129,-0.5989,-0.55683,-30.822,7.7115,-4.4736,0,0,0,6.8108,6.8613,6.8416,6.8703,-2.5892,-21.207,24.864,93.889,6.1236,246.47
4.9,3.9435,-0.77553,0.63941,0.61805,-0.49155,-0.41426,0.45253,4.3254,11.168,0.54885,0.8883,-0.59204,-0.54654,-30.843,7.4995,-4.2135,0,0,0,6.8208,6.8623,6.8445,6.8685,-1.6472,-21.202,27.081,94.352,-5.3744,197.35
4.91,3.9852,-0.66348,0.64469,0.61746,-0.48884,-0.41227,0.45805,4.0169,11.242,0.5081,0.94138,-0.59101,-0.53943,-30.855,7.287,-3.9336,0,0,0,6.8307,6.8635,6.8461,6.8663,-0.70629,-21.319,28.821,93.585,-18.433,151.1
4.92,4.0238,-0.55069,0.64958,0.61693,-0.48598,-0.41012,0.4637,3.7084,11.314,0.47023,0.98153,-0.59615,-0.53602,-30.857,7.0727,-3.6385,0,0,0,6.8403,6.8647,6.8464,6.8634,0.21849,-21.576,30.116,91.051,-33.072,108.61
4.93,4.0593,-0.4372,0.65411,0.6164,-0.48301,-0.40786,0.46947,3.3998,11.384,0.43536,1.0099,-0.6078,-0.53674,-30.851,6.855,-3.3326,0,0,0,6.8494,6.8658,6.8453,6.86,1.1087,-21.986,31.006,86.72,-49.148,70.119
4.94,4.0918,-0.32302,0.6583,0.61581,-0.47995,-0.40554,0.47535,3.0914,11.451,0.4036,1.0275,-0.62623,-0.54198,-30.835,6.6324,-3.0196,0,0,0,6.8578,6.8666,6.8428,6.8559,1.9479,-22.562,31.531,80.885,-66.411,35.503
4.95,4.1212,-0.20818,0.66219,0.61515,-0.47681,-0.40319,0.48134,2.7831,11.516,0.37498,1.0354,-0.65162,-0.55197,-30.812,6.4031,-2.7031,0,0,0,6.8654,6.867,6.839,6.8511,2.7224,-23.317,31.729,73.844,-84.608,4.6221
4.96,4.1475,-0.092699,0.66581,0.61435,-0.4736,-0.40085,0.48744,2.4752,11.579,0.34954,1.0345,-0.68406,-0.56688,-30.781,6.1654,-2.386,0,0,0,6.872,6.867,6.8341,6.8458,3.4217,-24.257,31.636,65.894,-103.49,-22.661
4.97,4.1707,0.023399,0.66919,0.6134,-0.47032,-0.39858,0.49363,2.1675,11.64,0.32726,1.0257,-0.72359,-0.58677,-30.744,5.9174,-2.0712,0,0,0,6.8776,6.8664,6.8281,6.8399,4.0383,-25.388,31.287,57.333,-122.8,-46.484
4.98,4.1908,0.14009,0.67237,0.61225,-0.46699,-0.3964,0.49993,1.8603,11.698,0.3081,1.0098,-0.77013,-0.61163,-30.701,5.657,-1.761,0,0,0,6.8822,6.8653,6.821,6.8335,4.5674,-26.713,30.717,48.459,-142.29,-66.985
4.99,4.2079,0.25734,0.67536,0.61089,-0.46359,-0.39437,0.50633,1.5535,11.753,0.29201,0.98755,-0.82355,-0.64139,-30.653,5.3824,-1.4575,0,0,0,6.8856,6.8635,6.8132,6.8266,5.0074,-28.234,29.958,39.57,-161.7,-84.301
5,4.2219,0.37514,0.67822,0.60929,-0.46012,-0.39252,0.51281,1.2473,11.805,0.27892,0.95966,-0.88363,-0.6759,-30.601,5.0917,-1.1624,0,0,0,6.8879,6.8611,6.8045,6.8193,5.3597,-29.946,29.041,30.964,-180.79,-98.572
5.01,4.2328,0.49344,0.68095,0.60743,-0.45658,-0.3909,0.51939,0.94153,11.855,0.26873,0.92681,-0.95007,-0.71495,-30.546,4.7829,-0.87708,0,0,0,6.8891,6.8582,6.7953,6.8118,5.6286,-31.848,27.996,22.939,-199.31,-109.93
5.02,4.2407,0.61222,0.6836,0.60529,-0.45295,-0.38953,0.52605,0.63636,11.901,0.26134,0.8897,-1.0225,-0.75826,-30.488,4.4542,-0.60277,0,0,0,6.8892,6.8548,6.7857,6.8041,5.8214,-33.93,26.852,15.792,-216.99,-118.52
5.03,4.2456,0.73144,0.68619,0.60287,-0.44922,-0.38845,0.53279,0.33177,11.944,0.25664,0.84898,-1.1005,-0.80553,-30.43,4.1037,-0.34028,0,0,0,6.8882,6.851,6.7757,6.7965,5.9484,-36.184,25.635,9.8209,-233.6,-124.48
5.04,4.2474,0.85108,0.68874,0.60014,-0.44538,-0.38769,0.5396,0.027772,11.983,0.2545,0.80532,-1.1835,-0.85636,-30.37,3.7299,-0.090227,0,0,0,6.8863,6.8469,6.7658,6.789,6.0227,-38.597,24.371,5.3244,-248.87,-127.94
5.05,4.2461,0.97109,0.69129,0.5971,-0.44142,-0.38728,0.54648,-0.27562,12.018,0.25479,0.75941,-1.271,-0.91034,-30.309,3.3313,0.14705,0,0,0,6.8836,6.8426,6.7559,6.7819,6.0608,-41.156,23.084,2.5998,-262.55,-129.05
5.06,4.2418,1.0914,0.69384,0.59374,-0.43732,-0.38724,0.55342,-0.57841,12.049,0.2574,0.71196,-1.3623,-0.96697,-30.248,2.9064,0.37145,0,0,0,6.88,6.8382,6.7464,6.7753,6.0816,-43.842,21.797,1.9451,-274.4,-127.93
5.07,4.2346,1.2121,0.69644,0.59006,-0.43306,-0.38758,0.56042,-0.88059,12.076,0.26218,0.6637,-1.4566,-1.0257,-30.188,2.4541,0.58307,0,0,0,6.8757,6.834,6.7375,6.7695,6.1076,-46.637,20.532,3.6582,-284.16,-124.74
5.08,4.2242,1.3329,0.6991,0.58605,-0.42863,-0.38832,0.56747,-1.1822,12.098,0.26902,0.61541,-1.5531,-1.0861,-30.126,1.9734,0.78223,0,0,0,6.8709,6.8301,6.7293,6.7646,6.1637,-49.518,19.309,8.0368,-291.58,-119.6
5.09,4.2109,1.454,0.70183,0.58173,-0.42401,-0.38946,0.57457,-1.4831,12.116,0.27778,0.5679,-1.6511,-1.1473,-30.064,1.4635,0.96945,0,0,0,6.8656,6.8265,6.7221,6.7608,6.2782,-52.46,18.146,15.379,-296.41,-112.65
5.1,4.1946,1.5752,0.70466,0.57708,-0.4192,-0.391,0.5817,-1.7834,12.128,0.28837,0.52204,-1.7496,-1.2089,-30,0.92405,1.1454,0,0,0,6.8599,6.8236,6.7161,6.7582,6.4821,-55.437,17.061,25.982,-298.39,-104.03
5.11,4.1752,1.6965,0.7076,0.57211,-0.41416,-0.39294,0.58887,-2.0831,12.134,0.30066,0.47871,-1.8477,-1.2702,-29.934,0.35477,1.311,0,0,0,6.8541,6.8213,6.7113,6.7571,6.8097,-58.418,16.071,40.138,-297.28,-93.89
5.12,4.1529,1.8179,0.71068,0.56683,-0.40889,-0.39525,0.59606,-2.3821,12.135,0.31456,0.43886,-1.9446,-1.3305,-29.864,-0.24421,1.4672,0,0,0,6.8482,6.8199,6.708,6.7574,7.2968,-61.372,15.188,57.84,-293.01,-82.41
5.13,4.1276,1.9392,0.7139,0.56124,-0.40338,-0.39792,0.60328,-2.6804,12.129,0.32997,0.40333,-2.0394,-1.3892,-29.787,-0.87247,1.6152,0,0,0,6.8424,6.8194,6.706,6.7591,7.9768,-64.268,14.426,78.653,-285.79,-69.863
5.14,4.0993,2.0604,0.71728,0.55537,-0.3976,-0.40093,0.61052,-2.9778,12.117,0.34683,0.37288,-2.1316,-1.446,-29.703,-1.5293,1.7561,0,0,0,6.837,6.8198,6.7054,6.7623,8.8786,-67.078,13.793,102.11,-275.82,-56.527
5.15,4.068,2.1815,0.72084,0.54921,-0.39155,-0.40423,0.61778,-3.2744,12.098,0.36508,0.34815,-2.2207,-1.5004,-29.609,-2.2137,1.8915,0,0,0,6.8321,6.8213,6.706,6.7667,10.026,-69.776,13.297,127.75,-263.32,-42.678
5.16,4.0338,2.3024,0.72459,0.54278,-0.38522,-0.40781,0.62505,-3.57,12.073,0.38465,0.32964,-2.3064,-1.5522,-29.502,-2.9243,2.0225,0,0,0,6.8278,6.8237,6.7078,6.7722,11.439,-72.337,12.941,155.1,-248.52,-28.592
5.17,3.9967,2.423,0.72854,0.53609,-0.3786,-0.41161,0.63234,-3.8644,12.04,0.40552,0.31772,-2.3884,-1.6012,-29.379,-3.6599,2.1508,0,0,0,6.8241,6.8271,6.7106,6.7787,13.133,-74.739,12.725,183.7,-231.63,-14.545
5.18,3.9565,2.5432,0.7327,0.52916,-0.37167,-0.4156,0.63964,-4.1575,11.999,0.42766,0.31263,-2.4668,-1.6475,-29.238,-4.4185,2.2775,0,0,0,6.8212,6.8313,6.7142,6.7859,15.116,-76.963,12.649,213.08,-212.86,-0.81433
5.19,3.9135,2.6629,0.73709,0.52199,-0.36442,-0.41973,0.64695,-4.4491,11.951,0.45107,0.31446,-2.5416,-1.6909,-29.076,-5.1985,2.4042,0,0,0,6.8189,6.8361,6.7185,6.7938,17.395,-78.991,12.707,242.77,-192.44,12.325
5.2,3.8676,2.7822,0.74173,0.51461,-0.35684,-0.42398,0.65428,-4.7389,11.895,0.47575,0.32318,-2.613,-1.7315,-28.889,-5.9977,2.5321,0,0,0,6.8173,6.8416,6.7233,6.802,19.971,-80.807,12.892,272.31,-170.58,24.595
5.21,3.8187,2.9008,0.74661,0.50701,-0.34894,-0.42829,0.66163,-5.0268,11.831,0.50172,0.3386,-2.6812,-1.7695,-28.676,-6.8139,2.6624,0,0,0,6.8163,6.8475,6.7284,6.8104,22.839,-82.399,13.195,301.23,-147.5,35.721
5.22,3.767,3.0188,0.75176,0.49921,-0.34068,-0.43263,0.66899,-5.3123,11.759,0.52901,0.36042,-2.7465,-1.8051,-28.432,-7.6448,2.7963,0,0,0,6.8159,6.8536,6.7336,6.8187,25.992,-83.754,13.602,329.07,-123.42,45.426
5.23,3.7125,3.1359,0.7572,0.49122,-0.33208,-0.43697,0.67638,-5.5953,11.678,0.55766,0.38821,-2.8093,-1.8385,-28.155,-8.4881,2.9348,0,0,0,6.8157,6.8597,6.7388,6.8267,29.415,-84.864,14.098,355.36,-98.553,53.433
5.24,3.6551,3.2523,0.76292,0.48305,-0.32312,-0.44126,0.68378,-5.8753,11.589,0.58772,0.42141,-2.87,-1.8699,-27.843,-9.3413,3.0785,0,0,0,6.8159,6.8657,6.7438,6.8342,33.092,-85.723,14.664,379.63,-73.117,59.467
5.25,3.595,3.3677,0.76896,0.47471,-0.31378,-0.44547,0.69119,-6.152,11.491,0.61925,0.45935,-2.9288,-1.8996,-27.492,-10.202,3.2282,0,0,0,6.8162,6.8714,6.7484,6.8411,37,-86.326,15.28,401.41,-47.33,63.252
5.26,3.5321,3.4821,0.77531,0.46619,-0.30408,-0.44959,0.69862,-6.425,11.385,0.65231,0.50123,-2.9861,-1.9277,-27.102,-11.067,3.3842,0,0,0,6.8164,6.8765,6.7526,6.8471,41.111,-86.669,15.921,420.25,-21.41,64.509
5.27,3.4665,3.5954,0.78201,0.45752,-0.29399,-0.45358,0.70606,-6.6939,11.27,0.68695,0.54613,-3.0422,-1.9545,-26.669,-11.934,3.5466,0,0,0,6.8165,6.881,6.7563,6.8522,45.393,-86.754,16.56,435.67,4.427,62.965
5.28,3.3983,3.7075,0.78906,0.44867,-0.28352,-0.45743,0.71349,-6.9583,11.146,0.72326,0.59301,-3.0973,-1.9801,-26.194,-12.801,3.7153,0,0,0,6.8164,6.8846,6.7596,6.8563,49.811,-86.582,17.17,447.22,29.962,58.341
5.29,3.3274,3.8183,0.79648,0.43968,-0.27266,-0.46112,0.72091,-7.2176,11.014,0.76128,0.64069,-3.1514,-2.0046,-25.673,-13.665,3.8898,0,0,0,6.8159,6.8873,6.7624,6.8593,54.323,-86.157,17.716,454.41,54.979,50.363
5.3,3.2539,3.9277,0.80429,0.43052,-0.26142,-0.46463,0.72831,-7.4716,10.873,0.80107,0.68786,-3.2044,-2.028,-25.107,-14.523,4.0693,0,0,0,6.815,6.889,6.765,6.8613,58.883,-85.485,18.165,456.79,79.259,38.753
5.31,3.178,4.0357,0.81251,0.42121,-0.2498,-0.46797,0.73566,-7.7196,10.724,0.84268,0.73308,-3.2561,-2.0503,-24.495,-15.374,4.2526,0,0,0,6.8137,6.8896,6.7675,6.8623,63.441,-84.575,18.478,453.9,102.59,23.247
5.32,3.0995,4.1422,0.82115,0.41174,-0.2378,-0.47113,0.74294,-7.9613,10.566,0.88613,0.77477,-3.3062,-2.0713,-23.838,-16.214,4.4383,0,0,0,6.8121,6.8891,6.77,6.8624,67.943,-83.436,18.617,445.69,124.84,3.9552
5.33,3.0188,4.247,0.83023,0.40212,-0.22545,-0.47411,0.75013,-8.1963,10.399,0.93145,0.81153,-3.3542,-2.0907,-23.137,-17.042,4.6243,0,0,0,6.8101,6.8877,6.7727,6.8618,72.339,-82.081,18.546,432.57,145.98,-18.589
5.34,2.9356,4.3501,0.83978,0.39234,-0.21275,-0.47693,0.75719,-8.4239,10.225,0.97861,0.84208,-3.3995,-2.1083,-22.392,-17.855,4.8084,0,0,0,6.8078,6.8856,6.7758,6.8608,76.58,-80.521,18.236,414.98,166,-43.826
5.35,2.8503,4.4515,0.84981,0.38241,-0.19973,-0.4796,0.7641,-8.644,10.042,1.0276,0.86537,-3.4416,-2.124,-21.606,-18.652,4.9881,0,0,0,6.8054,6.8828,6.7793,6.8595,80.625,-78.765,17.663,393.34,184.85,-71.199
5.36,2.7628,4.5509,0.86034,0.37234,-0.18643,-0.48212,0.77082,-8.8559,9.8519,1.0784,0.8805,-3.4798,-2.1374,-20.78,-19.43,5.1607,0,0,0,6.8031,6.8796,6.7833,6.8581,84.435,-76.827,16.807,368.08,202.53,-100.15
5.37,2.6732,4.6485,0.87139,0.36212,-0.17287,-0.48453,0.77731,-9.0594,9.6538,1.1308,0.88677,-3.5136,-2.1482,-19.918,-20.188,5.3233,0,0,0,6.8009,6.8762,6.7878,6.8568,87.976,-74.719,15.656,339.66,219.01,-130.12
5.38,2.5816,4.744,0.88296,0.35177,-0.15909,-0.48683,0.78355,-9.2542,9.4483,1.1848,0.88364,-3.5426,-2.1564,-19.022,-20.924,5.4728,0,0,0,6.799,6.8727,6.7931,6.8557,91.219,-72.451,14.203,308.48,234.26,-160.55
5.39,2.4882,4.8374,0.89509,0.34128,-0.14513,-0.48905,0.78949,-9.4398,9.2354,1.2402,0.87078,-3.5662,-2.1617,-18.095,-21.636,5.6063,0,0,0,6.7975,6.8692,6.799,6.855,94.138,-70.038,12.446,275,248.26,-190.88
5.4,2.3929,4.9287,0.90777,0.33067,-0.13103,-0.49123,0.7951,-9.616,9.0156,1.2968,0.84801,-3.5841,-2.1639,-17.14,-22.324,5.7208,0,0,0,6.7964,6.8659,6.8054,6.8547,96.712,-67.491,10.388,239.63,260.98,-220.56
5.41,2.2959,5.0177,0.92103,0.31993,-0.11684,-0.49337,0.80036,-9.7825,8.7891,1.3545,0.81534,-3.5961,-2.1629,-16.162,-22.986,5.8131,0,0,0,6.7959,6.8629,6.8124,6.855,98.926,-64.822,8.0387,202.82,272.41,-249.02
5.42,2.1973,5.1044,0.93486,0.30909,-0.10261,-0.49552,0.80523,-9.9391,8.556,1.413,0.77294,-3.602,-2.1588,-15.163,-23.62,5.8806,0,0,0,6.7958,6.8601,6.8198,6.8557,100.77,-62.047,5.4133,165,282.52,-275.71
5.43,2.0971,5.1888,0.94929,0.29814,-0.08838,-0.49769,0.8097,-10.086,8.3167,1.472,0.72118,-3.6018,-2.1514,-14.148,-24.226,5.9205,0,0,0,6.7962,6.8576,6.8273,6.8568,102.22,-59.176,2.5323,126.59,291.29,-300.07
5.44,1.9956,5.2708,0.9643,0.2871,-0.074204,-0.49991,0.81373,-10.222,8.0716,1.5313,0.66056,-3.5954,-2.1409,-13.12,-24.803,5.9305,0,0,0,6.7969,6.8554,6.835,6.8583,103.3,-56.225,-0.57848,88.044,298.69,-321.55
5.45,1.8927,5.3502,0.97991,0.27596,-0.060128,-0.50221,0.81732,-10.348,7.8208,1.5905,0.59177,-3.5831,-2.1274,-12.083,-25.351,5.9083,0,0,0,6.7979,6.8534,6.8424,6.8601,103.99,-53.207,-3.8872,49.781,304.69,-339.57
5.46,1.7886,5.4272,0.99611,0.26474,-0.046198,-0.50462,0.82045,-10.464,7.5647,1.6494,0.51565,-3.5649,-2.1109,-11.041,-25.867,5.8522,0,0,0,6.7989,6.8516,6.8494,6.862,104.29,-50.136,-7.3566,12.238,309.28,-353.59
5.47,1.6835,5.5015,1.0129,0.25345,-0.032458,-0.50716,0.8231,-10.569,7.3035,1.7075,0.43318,-3.5411,-2.0916,-9.9984,-26.353,5.7608,0,0,0,6.7999,6.8499,6.8558,6.8638,104.23,-47.026,-10.944,-24.152,312.44,-363.05
5.48,1.5773,5.5732,1.0303,0.24209,-0.018948,-0.50985,0.82528,-10.664,7.0377,1.7645,0.34554,-3.5119,-2.0698,-8.9578,-26.808,5.6331,0,0,0,6.8006,6.8482,6.8614,6.8656,103.82,-43.892,-14.601,-58.956,314.13,-367.39
5.49,1.4702,5.6422,1.0482,0.23067,-0.0057073,-0.5127,0.82698,-10.748,6.7675,1.82,0.25404,-3.4776,-2.0457,-7.9231,-27.231,5.4687,0,0,0,6.8009,6.8465,6.866,6.8671,103.06,-40.749,-18.273,-91.741,314.33,-366.05
5.5,1.3624,5.7085,1.0667,0.21919,0.0072302,-0.51574,0.8282,-10.822,6.4932,1.8737,0.16019,-3.4384,-2.0195,-6.8976,-27.623,5.2678,0,0,0,6.8007,6.8448,6.8695,6.8682,101.99,-37.611,-21.901,-122.07,313.02,-358.47
5.51,1.2538,5.7721,1.0857,0.20766,0.019834,-0.51896,0.82895,-10.886,6.2151,1.9253,0.06569,-3.3944,-1.9916,-5.8843,-27.983,5.0311,0,0,0,6.7997,6.8431,6.8717,6.8689,100.63,-34.493,-25.42,-149.57,310.2,-344.22
5.52,1.1447,5.8328,1.1052,0.1961,0.032076,-0.52237,0.82924,-10.94,5.9336,1.9742,-0.027713,-3.3458,-1.9621,-4.8859,-28.313,4.76,0,0,0,6.7979,6.8413,6.8726,6.8691,99.008,-31.412,-28.764,-174.21,305.92,-323.66
5.53,1.0351,5.8908,1.1251,0.18451,0.043934,-0.52597,0.82909,-10.984,5.649,2.0203,-0.11839,-3.2926,-1.9313,-3.9049,-28.612,4.4566,0,0,0,6.7953,6.8395,6.8726,6.8689,97.155,-28.379,-31.874,-196.08,300.31,-297.53
5.54,0.92504,5.9458,1.1455,0.17291,0.055388,-0.52974,0.8285,-11.018,5.3615,2.0633,-0.20484,-3.2347,-1.8994,-2.9435,-28.881,4.1234,0,0,0,6.792,6.8376,6.8717,6.8682,95.096,-25.41,-34.698,-215.31,293.48,-266.52
5.55,0.81473,5.998,1.1664,0.16131,0.066421,-0.53367,0.82751,-11.043,5.0715,2.1027,-0.28569,-3.1722,-1.8664,-2.0036,-29.12,3.7637,0,0,0,6.7879,6.8356,6.8701,6.8673,92.857,-22.514,-37.191,-232,285.53,-231.36
5.56,0.70422,6.0472,1.1876,0.14973,0.077017,-0.53773,0.82613,-11.058,4.7792,2.1385,-0.3597,-3.105,-1.8324,-1.0869,-29.331,3.3809,0,0,0,6.7832,6.8337,6.868,6.8662,90.464,-19.702,-39.314,-246.26,276.57,-192.77
5.57,0.5936,6.0936,1.2091,0.13819,0.087166,-0.5419,0.82441,-11.065,4.4849,2.1703,-0.42573,-3.0329,-1.7974,-0.19476,-29.514,2.9788,0,0,0,6.778,6.832,6.8656,6.865,87.939,-16.985,-41.037,-258.21,266.71,-151.45
5.58,0.48296,6.1369,1.231,0.12672,0.096856,-0.54615,0.82236,-11.062,4.189,2.198,-0.48276,-2.9561,-1.7615,0.67155,-29.671,2.5615,0,0,0,6.7726,6.8304,6.863,6.8638,85.307,-14.371,-42.337,-267.96,256.07,-108.12
5.59,0.37238,6.1773,1.2531,0.11533,0.10608,-0.55045,0.82003,-11.051,3.8916,2.2215,-0.52994,-2.8745,-1.7246,1.5111,-29.802,2.1335,0,0,0,6.7671,6.8292,6.8605,6.8628,82.587,-11.866,-43.195,-275.61,244.76,-63.503
5.6,0.26196,6.2148,1.2754,0.10405,0.11484,-0.55476,0.81745,-11.032,3.593,2.2406,-0.56653,-2.7885,-1.6867,2.3231,-29.909,1.6991,0,0,0,6.7616,6.8283,6.8583,6.8621,79.801,-9.4774,-43.605,-281.28,232.88,-18.306
5.61,0.15177,6.2492,1.2979,0.092907,0.12312,-0.55904,0.81467,-11.005,3.2935,2.2554,-0.59198,-2.6982,-1.6479,3.107,-29.992,1.2629,0,0,0,6.7564,6.8279,6.8563,6.8617,76.968,-7.21,-43.562,-285.07,220.54,26.752
5.62,0.041886,6.2806,1.3205,0.081929,0.13094,-0.56325,0.81172,-10.97,2.9933,2.2659,-0.60594,-2.6042,-1.6081,3.8623,-30.053,0.82937,0,0,0,6.7517,6.8279,6.8547,6.8618,74.106,-5.0678,-43.072,-287.1,207.86,70.958
5.63,-0.067609,6.309,1.3432,0.07114,0.13828,-0.56736,0.80866,-10.928,2.6925,2.2721,-0.60825,-2.5067,-1.5673,4.589,-30.094,0.40291,0,0,0,6.7475,6.8285,6.8537,6.8623,71.231,-3.0536,-42.148,-287.48,194.94,113.6
5.64,-0.17664,6.3345,1.3659,0.060563,0.14517,-0.57131,0.80552,-10.878,2.3914,2.274,-0.59897,-2.4066,-1.5257,5.287,-30.115,-0.012205,0,0,0,6.7441,6.8295,6.8531,6.8633,68.361,-1.1694,-40.808,-286.32,181.9,153.95
5.65,-0.28515,6.3569,1.3887,0.05022,0.1516,-0.57508,0.80236,-10.822,2.0903,2.2719,-0.57844,-2.3044,-1.4834,5.9563,-30.118,-0.41195,0,0,0,6.7415,6.831,6.8531,6.8648,65.51,0.58421,-39.079,-283.73,168.84,191.3
5.66,-0.39306,6.3763,1.4113,0.040129,0.15759,-0.57862,0.79922,-10.759,1.7891,2.2658,-0.54723,-2.201,-1.4403,6.5973,-30.104,-0.7926,0,0,0,6.7399,6.8328,6.8536,6.8666,62.691,2.2076,-36.994,-279.82,155.87,224.94
5.67,-0.50032,6.3927,1.434,0.030306,0.16315,-0.58191,0.79614,-10.69,1.4882,2.2561,-0.50618,-2.0971,-1.3966,7.2103,-30.074,-1.1508,0,0,0,6.7392,6.835,6.8547,6.8687,59.917,3.7023,-34.595,-274.69,143.11,254.15
5.68,-0.60685,6.406,1.4565,0.020758,0.1683,-0.58492,0.79317,-10.615,1.1877,2.2429,-0.4564,-1.9937,-1.3526,7.7958,-30.03,-1.4836,0,0,0,6.7396,6.8373,6.8562,6.871,57.201,5.0709,-31.929,-268.47,130.66,278.22
5.69,-0.7126,6.4164,1.4788,0.011493,0.17304,-0.58762,0.79034,-10.534,0.88768,2.2265,-0.39928,-1.8915,-1.3083,8.3545,-29.973,-1.7887,0,0,0,6.741,6.8398,6.858,6.8734,54.551,6.317,-29.05,-261.26,118.64,296.43
5.7,-0.81752,6.4238,1.501,0.002509,0.17739,-0.59,0.78767,-10.448,0.58829,2.2072,-0.33648,-1.7915,-1.264,8.8871,-29.904,-2.0641,0,0,0,6.7435,6.8422,6.8602,6.8758,51.978,7.4455,-26.022,-253.17,107.16,308.08
5.71,-0.92155,6.4282,1.5229,0.0061988,-0.18136,0.59205,-0.78521,-10.357,0.28963,2.1853,-0.26986,-1.6945,-1.22,9.3944,-29.825,-2.3088,0,0,0,6.7471,6.8444,6.8627,6.878,49.491,8.4623,-22.911,-244.27,96.303,313.09
5.72,-1.0246,6.4296,1.5447,0.014641,-0.18498,0.59377,-0.78295,-10.26,-0.0081728,2.1611,-0.2012,-1.6013,-1.1764,9.8772,-29.735,-2.5223,0,0,0,6.7515,6.8466,6.8651,6.8799,47.096,9.374,-19.78,-234.57,86.162,312.08
5.73,-1.1267,6.428,1.5662,0.022831,-0.18825,0.59516,-0.78091,-10.159,-0.30504,2.135,-0.13216,-1.5126,-1.1336,10.337,-29.637,-2.7045,0,0,0,6.7568,6.8485,6.8675,6.8815,44.802,10.188,-16.687,-224.08,76.818,305.67
5.74,-1.2278,6.4235,1.5874,0.030787,-0.1912,0.59624,-0.7791,-10.054,-0.60089,2.1072,-0.064215,-1.429,-1.0919,10.774,-29.532,-2.8563,0,0,0,6.7627,6.8504,6.8697,6.8828,42.617,10.913,-13.682,-212.82,68.354,294.53
5.75,-1.3278,6.416,1.6083,0.03853,-0.19383,0.59702,-0.77751,-9.9439,-0.89566,2.078,0.001313,-1.3509,-1.0517,11.189,-29.419,-2.9786,0,0,0,6.7692,6.852,6.8716,6.8836,40.548,11.558,-10.81,-200.8,60.85,279.29
5.76,-1.4267,6.4056,1.6289,0.046082,-0.19616,0.59752,-0.77613,-9.83,-1.1893,2.0477,0.063297,-1.2788,-1.0133,11.585,-29.301,-3.0731,0,0,0,6.7761,6.8536,6.873,6.8839,38.603,12.134,-8.1081,-188.04,54.389,260.61
5.77,-1.5244,6.3922,1.6492,0.053468,-0.19822,0.59776,-0.77494,-9.7122,-1.4817,2.0166,0.12079,-1.2131,-0.97695,11.962,-29.177,-3.1415,0,0,0,6.7833,6.8549,6.8739,6.8837,36.79,12.65,-5.6074,-174.54,49.054,239.12
5.78,-1.6209,6.376,1.6693,0.060712,-0.20001,0.59776,-0.77394,-9.5908,-1.7728,1.9849,0.17303,-1.154,-0.94315,12.321,-29.048,-3.186,0,0,0,6.7908,6.8561,6.8743,6.883,35.115,13.119,-3.3329,-160.33,44.927,215.47
5.79,-1.7162,6.3568,1.6889,0.067838,-0.20155,0.59756,-0.77311,-9.4659,-2.0626,1.9529,0.21945,-1.1019,-0.9122,12.665,-28.915,-3.2089,0,0,0,6.7985,6.8572,6.8739,6.8817,33.586,13.553,-1.303,-145.41,42.089,190.32
5.8,-1.8102,6.3347,1.7083,0.074871,-0.20288,0.59719,-0.7724,-9.3376,-2.3511,1.9208,0.25966,-1.0569,-0.88447,12.993,-28.777,-3.2129,0,0,0,6.8062,6.8582,6.8729,6.88,32.209,13.965,0.47051,-129.8,40.623,164.29
